model,L_um,Vds,Vbs,gm_id,Vgs,Id_W_A_per_m,ft_Hz,gain_V_V
nch_18_mac,0.5000,0.900,0.000,5,0.8157,4.050295e+01,9.781808e+09,41.43
nch_18_mac,0.5000,0.900,0.000,8,0.6744,1.660528e+01,6.899107e+09,53.99
nch_18_mac,0.5000,0.900,0.000,10,0.6200,1.021319e+01,5.628400e+09,59.20
nch_18_mac,0.5000,0.900,0.000,12,0.5806,6.632045e+00,4.672852e+09,63.07
nch_18_mac,0.5000,0.900,0.000,15,0.5360,3.648109e+00,3.558298e+09,67.16
nch_18_mac,0.5000,0.900,0.000,18,0.4991,1.984377e+00,2.621861e+09,69.51
nch_18_mac,0.5000,0.900,0.000,20,0.4752,1.265064e+00,2.042939e+09,70.13
nch_18_mac,0.5000,0.900,0.000,25,0.4003,2.298670e-01,7.060142e+08,69.50
nch_18_mac,0.5000,0.900,-0.300,5,0.8500,4.064938e+01,9.889226e+09,41.18
nch_18_mac,0.5000,0.900,-0.300,8,0.7096,1.675236e+01,7.018707e+09,53.70
nch_18_mac,0.5000,0.900,-0.300,10,0.6553,1.032443e+01,5.734280e+09,58.84
nch_18_mac,0.5000,0.900,-0.300,12,0.6158,6.695618e+00,4.763931e+09,62.65
nch_18_mac,0.5000,0.900,-0.300,15,0.5710,3.669495e+00,3.638218e+09,66.72
nch_18_mac,0.5000,0.900,-0.300,18,0.5344,2.012311e+00,2.705467e+09,69.15
nch_18_mac,0.5000,0.900,-0.300,20,0.5110,1.288162e+00,2.130946e+09,69.92
nch_18_mac,0.5000,0.900,-0.300,25,0.4399,2.564664e-01,8.053488e+08,69.84
nch_18_mac,0.5000,1.000,0.000,5,0.8149,4.080917e+01,9.872590e+09,45.66
nch_18_mac,0.5000,1.000,0.000,8,0.6734,1.670646e+01,6.956334e+09,58.09
nch_18_mac,0.5000,1.000,0.000,10,0.6190,1.027860e+01,5.676699e+09,63.17
nch_18_mac,0.5000,1.000,0.000,12,0.5795,6.668977e+00,4.714075e+09,66.94
nch_18_mac,0.5000,1.000,0.000,15,0.5349,3.666484e+00,3.590976e+09,70.88
nch_18_mac,0.5000,1.000,0.000,18,0.4978,1.992397e+00,2.645001e+09,73.07
nch_18_mac,0.5000,1.000,0.000,20,0.4739,1.265958e+00,2.059153e+09,73.58
nch_18_mac,0.5000,1.000,0.000,25,0.3988,2.302257e-01,7.133825e+08,72.89
nch_18_mac,0.5000,1.000,-0.300,5,0.8492,4.096446e+01,9.982074e+09,45.40
nch_18_mac,0.5000,1.000,-0.300,8,0.7086,1.686196e+01,7.078543e+09,57.78
nch_18_mac,0.5000,1.000,-0.300,10,0.6543,1.038445e+01,5.783581e+09,62.79
nch_18_mac,0.5000,1.000,-0.300,12,0.6147,6.733673e+00,4.806949e+09,66.49
nch_18_mac,0.5000,1.000,-0.300,15,0.5698,3.684888e+00,3.672464e+09,70.42
nch_18_mac,0.5000,1.000,-0.300,18,0.5331,2.018418e+00,2.730846e+09,72.70
nch_18_mac,0.5000,1.000,-0.300,20,0.5097,1.289059e+00,2.149891e+09,73.38
nch_18_mac,0.5000,1.000,-0.300,25,0.4385,2.572834e-01,8.148655e+08,73.26
nch_18_mac,0.5000,1.200,0.000,5,0.8132,4.128568e+01,1.001626e+10,53.20
nch_18_mac,0.5000,1.200,0.000,8,0.6713,1.686465e+01,7.049135e+09,65.33
nch_18_mac,0.5000,1.200,0.000,10,0.6170,1.038460e+01,5.757307e+09,70.19
nch_18_mac,0.5000,1.200,0.000,12,0.5775,6.739040e+00,4.785651e+09,73.78
nch_18_mac,0.5000,1.200,0.000,15,0.5327,3.693736e+00,3.647336e+09,77.50
nch_18_mac,0.5000,1.200,0.000,18,0.4954,2.003322e+00,2.685250e+09,79.45
nch_18_mac,0.5000,1.200,0.000,20,0.4713,1.264726e+00,2.087531e+09,79.83
nch_18_mac,0.5000,1.200,0.000,25,0.3963,2.313824e-01,7.279565e+08,79.26
nch_18_mac,0.5000,1.200,-0.300,5,0.8475,4.145771e+01,1.013068e+10,52.92
nch_18_mac,0.5000,1.200,-0.300,8,0.7066,1.703642e+01,7.175758e+09,64.99
nch_18_mac,0.5000,1.200,-0.300,10,0.6522,1.047794e+01,5.865313e+09,69.77
nch_18_mac,0.5000,1.200,-0.300,12,0.6126,6.792668e+00,4.879762e+09,73.28
nch_18_mac,0.5000,1.200,-0.300,15,0.5677,3.721855e+00,3.733694e+09,76.99
nch_18_mac,0.5000,1.200,-0.300,18,0.5308,2.025363e+00,2.775177e+09,79.08
nch_18_mac,0.5000,1.200,-0.300,20,0.5071,1.294542e+00,2.184114e+09,79.63
nch_18_mac,0.5000,1.200,-0.300,25,0.4360,2.588071e-01,8.331793e+08,79.66
nch_18_mac,0.5000,1.400,0.000,5,0.8114,4.164576e+01,1.012469e+10,59.72
nch_18_mac,0.5000,1.400,0.000,8,0.6693,1.699160e+01,7.123542e+09,71.54
nch_18_mac,0.5000,1.400,0.000,10,0.6151,1.046590e+01,5.823517e+09,76.21
nch_18_mac,0.5000,1.400,0.000,12,0.5755,6.792815e+00,4.845910e+09,79.67
nch_18_mac,0.5000,1.400,0.000,15,0.5306,3.711648e+00,3.695710e+09,83.26
nch_18_mac,0.5000,1.400,0.000,18,0.4932,2.009281e+00,2.720362e+09,85.07
nch_18_mac,0.5000,1.400,0.000,20,0.4689,1.264393e+00,2.113184e+09,85.40
nch_18_mac,0.5000,1.400,0.000,25,0.3940,2.325761e-01,7.424340e+08,85.19
nch_18_mac,0.5000,1.400,-0.300,5,0.8457,4.183357e+01,1.024291e+10,59.41
nch_18_mac,0.5000,1.400,-0.300,8,0.7046,1.716949e+01,7.252803e+09,71.16
nch_18_mac,0.5000,1.400,-0.300,10,0.6501,1.054624e+01,5.931960e+09,75.75
nch_18_mac,0.5000,1.400,-0.300,12,0.6105,6.835087e+00,4.940759e+09,79.14
nch_18_mac,0.5000,1.400,-0.300,15,0.5657,3.749472e+00,3.786513e+09,82.70
nch_18_mac,0.5000,1.400,-0.300,18,0.5286,2.034671e+00,2.814893e+09,84.70
nch_18_mac,0.5000,1.400,-0.300,20,0.5048,1.297306e+00,2.214887e+09,85.21
nch_18_mac,0.5000,1.400,-0.300,25,0.4338,2.603125e-01,8.511692e+08,85.62
nch_18_mac,0.5000,1.600,0.000,5,0.8096,4.193680e+01,1.021158e+10,65.42
nch_18_mac,0.5000,1.600,0.000,8,0.6675,1.710845e+01,7.187255e+09,76.93
nch_18_mac,0.5000,1.600,0.000,10,0.6131,1.052967e+01,5.880434e+09,81.46
nch_18_mac,0.5000,1.600,0.000,12,0.5736,6.834824e+00,4.898839e+09,84.83
nch_18_mac,0.5000,1.600,0.000,15,0.5286,3.734222e+00,3.740434e+09,88.35
nch_18_mac,0.5000,1.600,0.000,18,0.4911,2.011734e+00,2.752467e+09,90.14
nch_18_mac,0.5000,1.600,0.000,20,0.4666,1.266673e+00,2.137857e+09,90.47
nch_18_mac,0.5000,1.600,0.000,25,0.3921,2.338621e-01,7.571018e+08,90.81
nch_18_mac,0.5000,1.600,-0.300,5,0.8440,4.213418e+01,1.033250e+10,65.07
nch_18_mac,0.5000,1.600,-0.300,8,0.7027,1.727402e+01,7.317065e+09,76.52
nch_18_mac,0.5000,1.600,-0.300,10,0.6482,1.062097e+01,5.991790e+09,80.95
nch_18_mac,0.5000,1.600,-0.300,12,0.6086,6.882289e+00,4.996424e+09,84.26
nch_18_mac,0.5000,1.600,-0.300,15,0.5637,3.770295e+00,3.834024e+09,87.77
nch_18_mac,0.5000,1.600,-0.300,18,0.5265,2.044586e+00,2.851880e+09,89.75
nch_18_mac,0.5000,1.600,-0.300,20,0.5026,1.298285e+00,2.243929e+09,90.32
nch_18_mac,0.5000,1.600,-0.300,25,0.4319,2.618751e-01,8.692257e+08,91.25
nch_18_mac,0.5000,1.800,0.000,5,0.8079,4.219575e+01,1.028490e+10,70.43
nch_18_mac,0.5000,1.800,0.000,8,0.6657,1.720466e+01,7.242624e+09,81.67
nch_18_mac,0.5000,1.800,0.000,10,0.6113,1.058027e+01,5.930986e+09,86.10
nch_18_mac,0.5000,1.800,0.000,12,0.5718,6.867890e+00,4.946774e+09,89.43
nch_18_mac,0.5000,1.800,0.000,15,0.5268,3.756321e+00,3.782344e+09,92.94
nch_18_mac,0.5000,1.800,0.000,18,0.4890,2.016449e+00,2.783336e+09,94.78
nch_18_mac,0.5000,1.800,0.000,20,0.4645,1.267891e+00,2.161969e+09,95.20
nch_18_mac,0.5000,1.800,0.000,25,0.3903,2.352573e-01,7.720767e+08,96.19
nch_18_mac,0.5000,1.800,-0.300,5,0.8422,4.238246e+01,1.040738e+10,70.06
nch_18_mac,0.5000,1.800,-0.300,8,0.7008,1.735754e+01,7.372682e+09,81.23
nch_18_mac,0.5000,1.800,-0.300,10,0.6464,1.068390e+01,6.045189e+09,85.55
nch_18_mac,0.5000,1.800,-0.300,12,0.6068,6.926124e+00,5.047666e+09,88.81
nch_18_mac,0.5000,1.800,-0.300,15,0.5618,3.785966e+00,3.878063e+09,92.35
nch_18_mac,0.5000,1.800,-0.300,18,0.5245,2.051999e+00,2.887008e+09,94.39
nch_18_mac,0.5000,1.800,-0.300,20,0.5005,1.298070e+00,2.272226e+09,95.06
nch_18_mac,0.5000,1.800,-0.300,25,0.4301,2.635242e-01,8.875222e+08,96.64
nch_18_mac,0.7200,0.100,0.000,5,0.7111,9.084599e+00,1.414394e+09,0.69
nch_18_mac,0.7200,0.100,0.000,8,0.6200,5.113635e+00,1.464735e+09,1.36
nch_18_mac,0.7200,0.100,0.000,10,0.5848,3.735563e+00,1.438642e+09,2.01
nch_18_mac,0.7200,0.100,0.000,12,0.5580,2.785804e+00,1.375858e+09,2.89
nch_18_mac,0.7200,0.100,0.000,15,0.5256,1.804377e+00,1.222803e+09,4.88
nch_18_mac,0.7200,0.100,0.000,18,0.4968,1.122054e+00,1.011029e+09,7.97
nch_18_mac,0.7200,0.100,0.000,20,0.4774,7.758993e-01,8.428504e+08,10.75
nch_18_mac,0.7200,0.100,0.000,25,0.4127,1.786992e-01,3.482701e+08,19.73
nch_18_mac,0.7200,0.100,-0.300,5,0.7464,9.061245e+00,1.414871e+09,0.68
nch_18_mac,0.7200,0.100,-0.300,8,0.6556,5.113619e+00,1.474108e+09,1.35
nch_18_mac,0.7200,0.100,-0.300,10,0.6202,3.726348e+00,1.453366e+09,1.97
nch_18_mac,0.7200,0.100,-0.300,12,0.5936,2.785415e+00,1.393802e+09,2.83
nch_18_mac,0.7200,0.100,-0.300,15,0.5613,1.804927e+00,1.246828e+09,4.74
nch_18_mac,0.7200,0.100,-0.300,18,0.5328,1.129567e+00,1.039930e+09,7.72
nch_18_mac,0.7200,0.100,-0.300,20,0.5137,7.868909e-01,8.749482e+08,10.40
nch_18_mac,0.7200,0.100,-0.300,25,0.4523,1.950959e-01,3.894150e+08,19.10
nch_18_mac,0.7200,0.200,0.000,5,0.7571,1.740344e+01,2.898488e+09,2.19
nch_18_mac,0.7200,0.200,0.000,8,0.6585,9.313549e+00,2.723134e+09,6.72
nch_18_mac,0.7200,0.200,0.000,10,0.6145,6.279992e+00,2.423641e+09,12.44
nch_18_mac,0.7200,0.200,0.000,12,0.5792,4.267333e+00,2.096138e+09,19.19
nch_18_mac,0.7200,0.200,0.000,15,0.5377,2.444453e+00,1.645630e+09,28.37
nch_18_mac,0.7200,0.200,0.000,18,0.5033,1.389088e+00,1.245694e+09,35.48
nch_18_mac,0.7200,0.200,0.000,20,0.4815,9.174398e-01,9.947995e+08,39.13
nch_18_mac,0.7200,0.200,0.000,25,0.4131,1.945635e-01,3.808409e+08,44.44
nch_18_mac,0.7200,0.200,-0.300,5,0.7913,1.734246e+01,2.907465e+09,2.15
nch_18_mac,0.7200,0.200,-0.300,8,0.6940,9.353340e+00,2.760113e+09,6.50
nch_18_mac,0.7200,0.200,-0.300,10,0.6503,6.322262e+00,2.470322e+09,12.04
nch_18_mac,0.7200,0.200,-0.300,12,0.6153,4.314500e+00,2.143911e+09,18.72
nch_18_mac,0.7200,0.200,-0.300,15,0.5738,2.472445e+00,1.690549e+09,27.92
nch_18_mac,0.7200,0.200,-0.300,18,0.5396,1.405337e+00,1.288652e+09,35.09
nch_18_mac,0.7200,0.200,-0.300,20,0.5181,9.358400e-01,1.037969e+09,38.77
nch_18_mac,0.7200,0.200,-0.300,25,0.4529,2.136929e-01,4.279013e+08,44.36
nch_18_mac,0.7200,0.300,0.000,5,0.7942,2.410211e+01,4.108090e+09,6.43
nch_18_mac,0.7200,0.300,0.000,8,0.6715,1.104028e+01,3.243791e+09,20.74
nch_18_mac,0.7200,0.300,0.000,10,0.6193,6.921346e+00,2.684674e+09,29.15
nch_18_mac,0.7200,0.300,0.000,12,0.5809,4.547504e+00,2.243243e+09,35.59
nch_18_mac,0.7200,0.300,0.000,15,0.5377,2.548314e+00,1.723998e+09,42.74
nch_18_mac,0.7200,0.300,0.000,18,0.5026,1.432354e+00,1.292451e+09,47.81
nch_18_mac,0.7200,0.300,0.000,20,0.4805,9.398434e-01,1.027224e+09,50.20
nch_18_mac,0.7200,0.300,0.000,25,0.4114,1.954285e-01,3.883755e+08,52.53
nch_18_mac,0.7200,0.300,-0.300,5,0.8282,2.407298e+01,4.138754e+09,6.23
nch_18_mac,0.7200,0.300,-0.300,8,0.7075,1.116365e+01,3.312043e+09,20.29
nch_18_mac,0.7200,0.300,-0.300,10,0.6555,7.016120e+00,2.749373e+09,28.74
nch_18_mac,0.7200,0.300,-0.300,12,0.6171,4.607771e+00,2.300419e+09,35.20
nch_18_mac,0.7200,0.300,-0.300,15,0.5739,2.580600e+00,1.773335e+09,42.37
nch_18_mac,0.7200,0.300,-0.300,18,0.5390,1.451785e+00,1.338380e+09,47.47
nch_18_mac,0.7200,0.300,-0.300,20,0.5172,9.612637e-01,1.073077e+09,49.90
nch_18_mac,0.7200,0.300,-0.300,25,0.4513,2.152587e-01,4.375381e+08,52.63
nch_18_mac,0.7200,0.400,0.000,5,0.8108,2.754193e+01,4.730367e+09,15.32
nch_18_mac,0.7200,0.400,0.000,8,0.6731,1.152775e+01,3.396928e+09,32.02
nch_18_mac,0.7200,0.400,0.000,10,0.6193,7.125376e+00,2.771942e+09,39.41
nch_18_mac,0.7200,0.400,0.000,12,0.5804,4.652869e+00,2.303275e+09,44.99
nch_18_mac,0.7200,0.400,0.000,15,0.5368,2.598041e+00,1.763994e+09,51.17
nch_18_mac,0.7200,0.400,0.000,18,0.5015,1.452936e+00,1.319030e+09,55.41
nch_18_mac,0.7200,0.400,0.000,20,0.4793,9.510126e-01,1.046360e+09,57.23
nch_18_mac,0.7200,0.400,0.000,25,0.4095,1.946640e-01,3.929212e+08,58.11
nch_18_mac,0.7200,0.400,-0.300,5,0.8455,2.763449e+01,4.788279e+09,14.94
nch_18_mac,0.7200,0.400,-0.300,8,0.7092,1.166615e+01,3.474107e+09,31.65
nch_18_mac,0.7200,0.400,-0.300,10,0.6556,7.228621e+00,2.841271e+09,39.04
nch_18_mac,0.7200,0.400,-0.300,12,0.6166,4.719346e+00,2.363487e+09,44.61
nch_18_mac,0.7200,0.400,-0.300,15,0.5730,2.629822e+00,1.814984e+09,50.78
nch_18_mac,0.7200,0.400,-0.300,18,0.5379,1.475959e+00,1.366862e+09,55.05
nch_18_mac,0.7200,0.400,-0.300,20,0.5159,9.738072e-01,1.093952e+09,56.93
nch_18_mac,0.7200,0.400,-0.300,25,0.4495,2.149876e-01,4.436694e+08,58.31
nch_18_mac,0.7200,0.500,0.000,5,0.8151,2.886199e+01,4.971248e+09,24.22
nch_18_mac,0.7200,0.500,0.000,8,0.6729,1.176482e+01,3.473531e+09,40.25
nch_18_mac,0.7200,0.500,0.000,10,0.6186,7.245161e+00,2.824084e+09,47.10
nch_18_mac,0.7200,0.500,0.000,12,0.5795,4.720726e+00,2.343147e+09,52.25
nch_18_mac,0.7200,0.500,0.000,15,0.5358,2.631025e+00,1.792888e+09,57.89
nch_18_mac,0.7200,0.500,0.000,18,0.5004,1.465091e+00,1.338923e+09,61.59
nch_18_mac,0.7200,0.500,0.000,20,0.4779,9.585372e-01,1.060896e+09,63.00
nch_18_mac,0.7200,0.500,0.000,25,0.4075,1.940300e-01,3.967732e+08,62.88
nch_18_mac,0.7200,0.500,-0.300,5,0.8499,2.898794e+01,5.041532e+09,23.86
nch_18_mac,0.7200,0.500,-0.300,8,0.7090,1.191268e+01,3.554240e+09,39.90
nch_18_mac,0.7200,0.500,-0.300,10,0.6549,7.349698e+00,2.895265e+09,46.72
nch_18_mac,0.7200,0.500,-0.300,12,0.6158,4.789213e+00,2.404822e+09,51.85
nch_18_mac,0.7200,0.500,-0.300,15,0.5720,2.661301e+00,1.844811e+09,57.48
nch_18_mac,0.7200,0.500,-0.300,18,0.5367,1.491834e+00,1.388297e+09,61.20
nch_18_mac,0.7200,0.500,-0.300,20,0.5146,9.811097e-01,1.109837e+09,62.71
nch_18_mac,0.7200,0.500,-0.300,25,0.4476,2.147606e-01,4.489226e+08,63.14
nch_18_mac,0.7200,0.600,0.000,5,0.8160,2.952614e+01,5.093509e+09,31.64
nch_18_mac,0.7200,0.600,0.000,8,0.6722,1.191837e+01,3.524983e+09,47.12
nch_18_mac,0.7200,0.600,0.000,10,0.6178,7.329766e+00,2.862659e+09,53.61
nch_18_mac,0.7200,0.600,0.000,12,0.5786,4.772607e+00,2.374622e+09,58.46
nch_18_mac,0.7200,0.600,0.000,15,0.5348,2.654887e+00,1.816542e+09,63.69
nch_18_mac,0.7200,0.600,0.000,18,0.4992,1.475520e+00,1.355696e+09,66.95
nch_18_mac,0.7200,0.600,0.000,20,0.4766,9.630373e-01,1.072947e+09,68.05
nch_18_mac,0.7200,0.600,0.000,25,0.4057,1.930461e-01,4.001487e+08,67.17
nch_18_mac,0.7200,0.600,-0.300,5,0.8509,2.967494e+01,5.168744e+09,31.29
nch_18_mac,0.7200,0.600,-0.300,8,0.7084,1.207471e+01,3.607733e+09,46.77
nch_18_mac,0.7200,0.600,-0.300,10,0.6540,7.433374e+00,2.934700e+09,53.22
nch_18_mac,0.7200,0.600,-0.300,12,0.6148,4.839320e+00,2.436907e+09,58.03
nch_18_mac,0.7200,0.600,-0.300,15,0.5709,2.683237e+00,1.869150e+09,63.25
nch_18_mac,0.7200,0.600,-0.300,18,0.5356,1.502833e+00,1.406273e+09,66.55
nch_18_mac,0.7200,0.600,-0.300,20,0.5133,9.852480e-01,1.123216e+09,67.77
nch_18_mac,0.7200,0.600,-0.300,25,0.4459,2.141091e-01,4.536905e+08,67.50
nch_18_mac,0.7200,0.700,0.000,5,0.8160,2.995158e+01,5.172430e+09,38.09
nch_18_mac,0.7200,0.700,0.000,8,0.6714,1.202944e+01,3.564754e+09,53.14
nch_18_mac,0.7200,0.700,0.000,10,0.6169,7.394224e+00,2.894265e+09,59.33
nch_18_mac,0.7200,0.700,0.000,12,0.5776,4.812984e+00,2.401205e+09,63.93
nch_18_mac,0.7200,0.700,0.000,15,0.5337,2.672786e+00,1.836842e+09,68.82
nch_18_mac,0.7200,0.700,0.000,18,0.4980,1.484108e+00,1.370189e+09,71.72
nch_18_mac,0.7200,0.700,0.000,20,0.4753,9.654643e-01,1.083152e+09,72.56
nch_18_mac,0.7200,0.700,0.000,25,0.4040,1.918847e-01,4.031609e+08,71.13
nch_18_mac,0.7200,0.700,-0.300,5,0.8509,3.011074e+01,5.250151e+09,37.74
nch_18_mac,0.7200,0.700,-0.300,8,0.7076,1.219381e+01,3.648901e+09,52.77
nch_18_mac,0.7200,0.700,-0.300,10,0.6531,7.495862e+00,2.966839e+09,58.93
nch_18_mac,0.7200,0.700,-0.300,12,0.6138,4.877381e+00,2.464019e+09,63.48
nch_18_mac,0.7200,0.700,-0.300,15,0.5698,2.700076e+00,1.890330e+09,68.36
nch_18_mac,0.7200,0.700,-0.300,18,0.5344,1.510522e+00,1.421951e+09,71.31
nch_18_mac,0.7200,0.700,-0.300,20,0.5120,9.872222e-01,1.134827e+09,72.29
nch_18_mac,0.7200,0.700,-0.300,25,0.4443,2.132248e-01,4.580561e+08,71.50
nch_18_mac,0.7200,0.800,0.000,5,0.8156,3.025842e+01,5.231118e+09,43.85
nch_18_mac,0.7200,0.800,0.000,8,0.6705,1.211458e+01,3.597748e+09,58.49
nch_18_mac,0.7200,0.800,0.000,10,0.6159,7.445459e+00,2.921163e+09,64.43
nch_18_mac,0.7200,0.800,0.000,12,0.5767,4.845467e+00,2.424111e+09,68.82
nch_18_mac,0.7200,0.800,0.000,15,0.5327,2.686435e+00,1.854417e+09,73.42
nch_18_mac,0.7200,0.800,0.000,18,0.4968,1.490371e+00,1.382688e+09,76.02
nch_18_mac,0.7200,0.800,0.000,20,0.4740,9.663841e-01,1.091837e+09,76.64
nch_18_mac,0.7200,0.800,0.000,25,0.4025,1.906440e-01,4.059299e+08,74.81
nch_18_mac,0.7200,0.800,-0.300,5,0.8505,3.042223e+01,5.310138e+09,43.49
nch_18_mac,0.7200,0.800,-0.300,8,0.7067,1.228665e+01,3.683244e+09,58.11
nch_18_mac,0.7200,0.800,-0.300,10,0.6521,7.544543e+00,2.994357e+09,64.01
nch_18_mac,0.7200,0.800,-0.300,12,0.6128,4.907233e+00,2.487567e+09,68.35
nch_18_mac,0.7200,0.800,-0.300,15,0.5688,2.717995e+00,1.909441e+09,72.93
nch_18_mac,0.7200,0.800,-0.300,18,0.5332,1.515802e+00,1.435656e+09,75.61
nch_18_mac,0.7200,0.800,-0.300,20,0.5108,9.876250e-01,1.144903e+09,76.39
nch_18_mac,0.7200,0.800,-0.300,25,0.4428,2.122191e-01,4.620932e+08,75.24
nch_18_mac,0.7200,0.900,0.000,5,0.8150,3.049526e+01,5.278799e+09,49.05
nch_18_mac,0.7200,0.900,0.000,8,0.6696,1.218672e+01,3.625940e+09,63.30
nch_18_mac,0.7200,0.900,0.000,10,0.6150,7.487321e+00,2.944228e+09,69.02
nch_18_mac,0.7200,0.900,0.000,12,0.5757,4.872174e+00,2.443979e+09,73.22
nch_18_mac,0.7200,0.900,0.000,15,0.5317,2.696891e+00,1.869768e+09,77.59
nch_18_mac,0.7200,0.900,0.000,18,0.4957,1.494860e+00,1.393604e+09,79.93
nch_18_mac,0.7200,0.900,0.000,20,0.4727,9.661673e-01,1.099353e+09,80.38
nch_18_mac,0.7200,0.900,0.000,25,0.4010,1.893834e-01,4.085772e+08,78.28
nch_18_mac,0.7200,0.900,-0.300,5,0.8499,3.066171e+01,5.358762e+09,48.68
nch_18_mac,0.7200,0.900,-0.300,8,0.7058,1.236174e+01,3.712633e+09,62.91
nch_18_mac,0.7200,0.900,-0.300,10,0.6512,7.583487e+00,3.018083e+09,68.58
nch_18_mac,0.7200,0.900,-0.300,12,0.6118,4.931105e+00,2.508065e+09,72.73
nch_18_mac,0.7200,0.900,-0.300,15,0.5678,2.732708e+00,1.926279e+09,77.07
nch_18_mac,0.7200,0.900,-0.300,18,0.5321,1.519250e+00,1.447712e+09,79.52
nch_18_mac,0.7200,0.900,-0.300,20,0.5095,9.880747e-01,1.153820e+09,80.13
nch_18_mac,0.7200,0.900,-0.300,25,0.4414,2.111603e-01,4.659229e+08,78.75
nch_18_mac,0.7200,1.000,0.000,5,0.8143,3.068631e+01,5.318885e+09,53.76
nch_18_mac,0.7200,1.000,0.000,8,0.6687,1.225126e+01,3.650305e+09,67.66
nch_18_mac,0.7200,1.000,0.000,10,0.6141,7.522179e+00,2.964212e+09,73.17
nch_18_mac,0.7200,1.000,0.000,12,0.5748,4.894461e+00,2.461443e+09,77.22
nch_18_mac,0.7200,1.000,0.000,15,0.5306,2.704855e+00,1.883394e+09,81.39
nch_18_mac,0.7200,1.000,0.000,18,0.4946,1.497956e+00,1.403318e+09,83.51
nch_18_mac,0.7200,1.000,0.000,20,0.4715,9.650707e-01,1.106010e+09,83.83
nch_18_mac,0.7200,1.000,0.000,25,0.3996,1.883920e-01,4.112923e+08,81.59
nch_18_mac,0.7200,1.000,-0.300,5,0.8492,3.086009e+01,5.400142e+09,53.39
nch_18_mac,0.7200,1.000,-0.300,8,0.7049,1.242404e+01,3.737827e+09,67.25
nch_18_mac,0.7200,1.000,-0.300,10,0.6502,7.615189e+00,3.038628e+09,72.72
nch_18_mac,0.7200,1.000,-0.300,12,0.6108,4.950420e+00,2.526055e+09,76.71
nch_18_mac,0.7200,1.000,-0.300,15,0.5668,2.744913e+00,1.941294e+09,80.84
nch_18_mac,0.7200,1.000,-0.300,18,0.5310,1.521262e+00,1.458486e+09,83.11
nch_18_mac,0.7200,1.000,-0.300,20,0.5083,9.896731e-01,1.161950e+09,83.58
nch_18_mac,0.7200,1.000,-0.300,25,0.4401,2.100918e-01,4.696540e+08,82.08
nch_18_mac,0.7200,1.200,0.000,5,0.8128,3.098069e+01,5.381694e+09,62.01
nch_18_mac,0.7200,1.200,0.000,8,0.6669,1.235436e+01,3.690009e+09,75.24
nch_18_mac,0.7200,1.200,0.000,10,0.6122,7.576670e+00,2.997562e+09,80.43
nch_18_mac,0.7200,1.200,0.000,12,0.5729,4.929191e+00,2.491223e+09,84.23
nch_18_mac,0.7200,1.200,0.000,15,0.5287,2.723329e+00,1.907782e+09,88.09
nch_18_mac,0.7200,1.200,0.000,18,0.4924,1.500982e+00,1.420258e+09,89.92
nch_18_mac,0.7200,1.200,0.000,20,0.4691,9.630669e-01,1.117780e+09,90.04
nch_18_mac,0.7200,1.200,0.000,25,0.3970,1.879431e-01,4.173749e+08,87.81
nch_18_mac,0.7200,1.200,-0.300,5,0.8477,3.116820e+01,5.465654e+09,61.61
nch_18_mac,0.7200,1.200,-0.300,8,0.7031,1.252178e+01,3.778733e+09,74.82
nch_18_mac,0.7200,1.200,-0.300,10,0.6484,7.679419e+00,3.074214e+09,79.94
nch_18_mac,0.7200,1.200,-0.300,12,0.6090,4.988120e+00,2.557540e+09,83.67
nch_18_mac,0.7200,1.200,-0.300,15,0.5649,2.763622e+00,1.967422e+09,87.51
nch_18_mac,0.7200,1.200,-0.300,18,0.5289,1.526558e+00,1.477750e+09,89.50
nch_18_mac,0.7200,1.200,-0.300,20,0.5060,9.909813e-01,1.176386e+09,89.80
nch_18_mac,0.7200,1.200,-0.300,25,0.4375,2.099807e-01,4.777416e+08,88.35
nch_18_mac,0.7200,1.400,0.000,5,0.8112,3.120117e+01,5.428868e+09,69.00
nch_18_mac,0.7200,1.400,0.000,8,0.6652,1.243352e+01,3.721750e+09,81.65
nch_18_mac,0.7200,1.400,0.000,10,0.6104,7.616696e+00,3.025026e+09,86.59
nch_18_mac,0.7200,1.400,0.000,12,0.5711,4.954358e+00,2.516400e+09,90.21
nch_18_mac,0.7200,1.400,0.000,15,0.5269,2.739993e+00,1.929257e+09,93.87
nch_18_mac,0.7200,1.400,0.000,18,0.4904,1.500914e+00,1.435088e+09,95.54
nch_18_mac,0.7200,1.400,0.000,20,0.4669,9.631050e-01,1.128536e+09,95.54
nch_18_mac,0.7200,1.400,0.000,25,0.3947,1.876945e-01,4.237618e+08,93.63
nch_18_mac,0.7200,1.400,-0.300,5,0.8462,3.140157e+01,5.514925e+09,68.57
nch_18_mac,0.7200,1.400,-0.300,8,0.7013,1.259487e+01,3.811211e+09,81.21
nch_18_mac,0.7200,1.400,-0.300,10,0.6466,7.730659e+00,3.103728e+09,86.06
nch_18_mac,0.7200,1.400,-0.300,12,0.6072,5.022934e+00,2.584862e+09,89.61
nch_18_mac,0.7200,1.400,-0.300,15,0.5630,2.776700e+00,1.990096e+09,93.27
nch_18_mac,0.7200,1.400,-0.300,18,0.5268,1.532640e+00,1.495080e+09,95.10
nch_18_mac,0.7200,1.400,-0.300,20,0.5038,9.905277e-01,1.189410e+09,95.34
