model,L_um,Vds,Vbs,gm_id,Vgs,Id_W_A_per_m,ft_Hz,gain_V_V
pch_18_mac,0.1800,0.200,-0.300,15,-0.5928,3.044860e+00,6.500744e+09,17.65
pch_18_mac,0.1800,0.200,-0.300,18,-0.5634,1.878377e+00,5.149936e+09,21.26
pch_18_mac,0.1800,0.200,-0.300,20,-0.5443,1.308162e+00,4.186158e+09,23.05
pch_18_mac,0.1800,0.200,-0.300,25,-0.4819,3.158332e-01,1.508216e+09,25.41
pch_18_mac,0.1800,0.300,0.000,5,-0.7698,2.159078e+01,1.218053e+10,5.71
pch_18_mac,0.1800,0.300,0.000,8,-0.6630,1.097984e+01,1.059164e+10,13.77
pch_18_mac,0.1800,0.300,0.000,10,-0.6206,7.511769e+00,9.498133e+09,17.75
pch_18_mac,0.1800,0.300,0.000,12,-0.5895,5.343288e+00,8.483864e+09,20.83
pch_18_mac,0.1800,0.300,0.000,15,-0.5535,3.298036e+00,6.980698e+09,24.30
pch_18_mac,0.1800,0.300,0.000,18,-0.5228,1.992404e+00,5.417413e+09,26.77
pch_18_mac,0.1800,0.300,0.000,20,-0.5027,1.360652e+00,4.321749e+09,27.90
pch_18_mac,0.1800,0.300,0.000,25,-0.4317,2.683974e-01,1.291908e+09,28.61
pch_18_mac,0.1800,0.300,-0.300,5,-0.8093,2.130373e+01,1.205284e+10,5.54
pch_18_mac,0.1800,0.300,-0.300,8,-0.7022,1.080805e+01,1.046687e+10,13.60
pch_18_mac,0.1800,0.300,-0.300,10,-0.6593,7.364626e+00,9.361779e+09,17.56
pch_18_mac,0.1800,0.300,-0.300,12,-0.6280,5.229985e+00,8.357177e+09,20.57
pch_18_mac,0.1800,0.300,-0.300,15,-0.5920,3.224988e+00,6.899442e+09,23.96
pch_18_mac,0.1800,0.300,-0.300,18,-0.5618,1.962603e+00,5.404603e+09,26.36
pch_18_mac,0.1800,0.300,-0.300,20,-0.5423,1.355984e+00,4.363401e+09,27.48
pch_18_mac,0.1800,0.300,-0.300,25,-0.4781,3.147203e-01,1.519028e+09,28.44
pch_18_mac,0.1800,0.400,0.000,5,-0.7825,2.448340e+01,1.376807e+10,10.73
pch_18_mac,0.1800,0.400,0.000,8,-0.6633,1.156475e+01,1.116136e+10,18.30
pch_18_mac,0.1800,0.400,0.000,10,-0.6196,7.823713e+00,9.911036e+09,21.73
pch_18_mac,0.1800,0.400,0.000,12,-0.5881,5.541526e+00,8.815481e+09,24.41
pch_18_mac,0.1800,0.400,0.000,15,-0.5516,3.396316e+00,7.226599e+09,27.46
pch_18_mac,0.1800,0.400,0.000,18,-0.5207,2.038679e+00,5.586802e+09,29.55
pch_18_mac,0.1800,0.400,0.000,20,-0.5003,1.383844e+00,4.438880e+09,30.45
pch_18_mac,0.1800,0.400,0.000,25,-0.4273,2.625630e-01,1.283619e+09,30.56
pch_18_mac,0.1800,0.400,-0.300,5,-0.8227,2.428550e+01,1.369293e+10,10.56
pch_18_mac,0.1800,0.400,-0.300,8,-0.7025,1.139297e+01,1.103525e+10,18.09
pch_18_mac,0.1800,0.400,-0.300,10,-0.6583,7.675750e+00,9.767084e+09,21.43
pch_18_mac,0.1800,0.400,-0.300,12,-0.6265,5.421858e+00,8.680074e+09,24.03
pch_18_mac,0.1800,0.400,-0.300,15,-0.5900,3.318665e+00,7.138803e+09,26.98
pch_18_mac,0.1800,0.400,-0.300,18,-0.5596,2.009582e+00,5.571476e+09,29.01
pch_18_mac,0.1800,0.400,-0.300,20,-0.5398,1.380455e+00,4.481809e+09,29.91
pch_18_mac,0.1800,0.400,-0.300,25,-0.4741,3.107756e-01,1.518656e+09,30.33
pch_18_mac,0.1800,0.500,0.000,5,-0.7847,2.576984e+01,1.449389e+10,14.16
pch_18_mac,0.1800,0.500,0.000,8,-0.6621,1.192400e+01,1.153739e+10,21.17
pch_18_mac,0.1800,0.500,0.000,10,-0.6181,8.047199e+00,1.022358e+10,24.39
pch_18_mac,0.1800,0.500,0.000,12,-0.5863,5.686867e+00,9.085337e+09,26.90
pch_18_mac,0.1800,0.500,0.000,15,-0.5496,3.469143e+00,7.440246e+09,29.73
pch_18_mac,0.1800,0.500,0.000,18,-0.5184,2.076560e+00,5.738758e+09,31.59
pch_18_mac,0.1800,0.500,0.000,20,-0.4977,1.403263e+00,4.544515e+09,32.34
pch_18_mac,0.1800,0.500,0.000,25,-0.4232,2.566609e-01,1.279528e+09,32.11
pch_18_mac,0.1800,0.500,-0.300,5,-0.8251,2.559566e+01,1.443133e+10,13.99
pch_18_mac,0.1800,0.500,-0.300,8,-0.7012,1.174615e+01,1.140214e+10,20.87
pch_18_mac,0.1800,0.500,-0.300,10,-0.6567,7.892391e+00,1.006801e+10,23.98
pch_18_mac,0.1800,0.500,-0.300,12,-0.6247,5.561055e+00,8.938247e+09,26.41
pch_18_mac,0.1800,0.500,-0.300,15,-0.5880,3.399124e+00,7.342786e+09,29.12
pch_18_mac,0.1800,0.500,-0.300,18,-0.5572,2.050047e+00,5.718600e+09,30.94
pch_18_mac,0.1800,0.500,-0.300,20,-0.5372,1.402083e+00,4.587059e+09,31.71
pch_18_mac,0.1800,0.500,-0.300,25,-0.4704,3.051971e-01,1.521017e+09,31.83
pch_18_mac,0.1800,0.600,0.000,5,-0.7845,2.658916e+01,1.497706e+10,16.65
pch_18_mac,0.1800,0.600,0.000,8,-0.6605,1.219527e+01,1.185841e+10,23.40
pch_18_mac,0.1800,0.600,0.000,10,-0.6163,8.225182e+00,1.051096e+10,26.48
pch_18_mac,0.1800,0.600,0.000,12,-0.5844,5.803149e+00,9.344208e+09,28.88
pch_18_mac,0.1800,0.600,0.000,15,-0.5475,3.536825e+00,7.652005e+09,31.53
pch_18_mac,0.1800,0.600,0.000,18,-0.5160,2.107754e+00,5.892218e+09,33.23
pch_18_mac,0.1800,0.600,0.000,20,-0.4951,1.416951e+00,4.652256e+09,33.88
pch_18_mac,0.1800,0.600,0.000,25,-0.4194,2.506526e-01,1.278460e+09,33.44
pch_18_mac,0.1800,0.600,-0.300,5,-0.8248,2.641923e+01,1.491232e+10,16.43
pch_18_mac,0.1800,0.600,-0.300,8,-0.6995,1.201646e+01,1.170947e+10,23.02
pch_18_mac,0.1800,0.600,-0.300,10,-0.6548,8.063742e+00,1.033948e+10,25.98
pch_18_mac,0.1800,0.600,-0.300,12,-0.6227,5.671357e+00,9.182455e+09,28.29
pch_18_mac,0.1800,0.600,-0.300,15,-0.5859,3.463843e+00,7.545097e+09,30.83
pch_18_mac,0.1800,0.600,-0.300,18,-0.5549,2.080912e+00,5.869386e+09,32.50
pch_18_mac,0.1800,0.600,-0.300,20,-0.5346,1.417115e+00,4.697249e+09,33.16
pch_18_mac,0.1800,0.600,-0.300,25,-0.4666,3.011827e-01,1.530045e+09,33.09
pch_18_mac,0.1800,0.700,0.000,5,-0.7834,2.720890e+01,1.537588e+10,18.69
pch_18_mac,0.1800,0.700,0.000,8,-0.6587,1.242924e+01,1.217180e+10,25.24
pch_18_mac,0.1800,0.700,0.000,10,-0.6144,8.373048e+00,1.079774e+10,28.21
pch_18_mac,0.1800,0.700,0.000,12,-0.5824,5.899055e+00,9.604038e+09,30.52
pch_18_mac,0.1800,0.700,0.000,15,-0.5455,3.592634e+00,7.862949e+09,33.03
pch_18_mac,0.1800,0.700,0.000,18,-0.5137,2.131566e+00,6.042315e+09,34.61
pch_18_mac,0.1800,0.700,0.000,20,-0.4925,1.425534e+00,4.755532e+09,35.17
pch_18_mac,0.1800,0.700,0.000,25,-0.4156,2.467140e-01,1.280563e+09,34.62
pch_18_mac,0.1800,0.700,-0.300,5,-0.8238,2.704040e+01,1.530082e+10,18.42
pch_18_mac,0.1800,0.700,-0.300,8,-0.6977,1.225018e+01,1.200666e+10,24.78
pch_18_mac,0.1800,0.700,-0.300,10,-0.6528,8.205020e+00,1.061177e+10,27.64
pch_18_mac,0.1800,0.700,-0.300,12,-0.6206,5.761242e+00,9.432018e+09,29.84
pch_18_mac,0.1800,0.700,-0.300,15,-0.5837,3.516613e+00,7.753276e+09,32.25
pch_18_mac,0.1800,0.700,-0.300,18,-0.5525,2.104305e+00,6.023675e+09,33.80
pch_18_mac,0.1800,0.700,-0.300,20,-0.5321,1.426953e+00,4.809015e+09,34.39
pch_18_mac,0.1800,0.700,-0.300,25,-0.4630,2.970035e-01,1.539466e+09,34.20
pch_18_mac,0.1800,0.800,0.000,5,-0.7820,2.771020e+01,1.575183e+10,20.44
pch_18_mac,0.1800,0.800,0.000,8,-0.6569,1.263310e+01,1.248106e+10,26.81
pch_18_mac,0.1800,0.800,0.000,10,-0.6125,8.498392e+00,1.107484e+10,29.69
pch_18_mac,0.1800,0.800,0.000,12,-0.5804,5.979122e+00,9.850803e+09,31.92
pch_18_mac,0.1800,0.800,0.000,15,-0.5434,3.638857e+00,8.058917e+09,34.31
pch_18_mac,0.1800,0.800,0.000,18,-0.5114,2.149263e+00,6.178333e+09,35.80
pch_18_mac,0.1800,0.800,0.000,20,-0.4900,1.429858e+00,4.846675e+09,36.30
pch_18_mac,0.1800,0.800,0.000,25,-0.4122,2.426722e-01,1.280705e+09,35.68
pch_18_mac,0.1800,0.800,-0.300,5,-0.8223,2.754250e+01,1.566056e+10,20.12
pch_18_mac,0.1800,0.800,-0.300,8,-0.6958,1.244864e+01,1.230650e+10,26.28
pch_18_mac,0.1800,0.800,-0.300,10,-0.6508,8.323657e+00,1.088397e+10,29.04
pch_18_mac,0.1800,0.800,-0.300,12,-0.6186,5.850085e+00,9.678737e+09,31.16
pch_18_mac,0.1800,0.800,-0.300,15,-0.5815,3.559620e+00,7.953731e+09,33.47
pch_18_mac,0.1800,0.800,-0.300,18,-0.5502,2.121426e+00,6.168722e+09,34.93
pch_18_mac,0.1800,0.800,-0.300,20,-0.5295,1.433830e+00,4.911196e+09,35.46
pch_18_mac,0.1800,0.800,-0.300,25,-0.4598,2.926057e-01,1.546481e+09,35.21
pch_18_mac,0.1800,0.900,0.000,5,-0.7803,2.813047e+01,1.612105e+10,21.96
pch_18_mac,0.1800,0.900,0.000,8,-0.6550,1.280993e+01,1.276715e+10,28.16
pch_18_mac,0.1800,0.900,0.000,10,-0.6105,8.605699e+00,1.132635e+10,30.97
pch_18_mac,0.1800,0.900,0.000,12,-0.5785,6.062243e+00,1.007346e+10,33.12
pch_18_mac,0.1800,0.900,0.000,15,-0.5412,3.676916e+00,8.233784e+09,35.43
pch_18_mac,0.1800,0.900,0.000,18,-0.5091,2.165768e+00,6.296641e+09,36.83
pch_18_mac,0.1800,0.900,0.000,20,-0.4875,1.438134e+00,4.921490e+09,37.27
pch_18_mac,0.1800,0.900,0.000,25,-0.4090,2.393119e-01,1.281179e+09,36.65
pch_18_mac,0.1800,0.900,-0.300,5,-0.8205,2.796325e+01,1.601967e+10,21.59
pch_18_mac,0.1800,0.900,-0.300,8,-0.6938,1.261991e+01,1.259317e+10,27.57
pch_18_mac,0.1800,0.900,-0.300,10,-0.6488,8.438537e+00,1.113927e+10,30.25
pch_18_mac,0.1800,0.900,-0.300,12,-0.6165,5.932278e+00,9.905731e+09,32.29
pch_18_mac,0.1800,0.900,-0.300,15,-0.5794,3.599051e+00,8.134851e+09,34.52
pch_18_mac,0.1800,0.900,-0.300,18,-0.5478,2.143715e+00,6.295192e+09,35.90
pch_18_mac,0.1800,0.900,-0.300,20,-0.5270,1.443883e+00,4.997816e+09,36.39
pch_18_mac,0.1800,0.900,-0.300,25,-0.4565,2.906174e-01,1.555341e+09,36.13
pch_18_mac,0.1800,1.000,0.000,5,-0.7785,2.850700e+01,1.646573e+10,23.30
pch_18_mac,0.1800,1.000,0.000,8,-0.6530,1.296489e+01,1.302075e+10,29.35
pch_18_mac,0.1800,1.000,0.000,10,-0.6086,8.715281e+00,1.155115e+10,32.08
pch_18_mac,0.1800,1.000,0.000,12,-0.5765,6.139136e+00,1.027178e+10,34.17
pch_18_mac,0.1800,1.000,0.000,15,-0.5391,3.714298e+00,8.388811e+09,36.41
pch_18_mac,0.1800,1.000,0.000,18,-0.5068,2.184600e+00,6.399071e+09,37.74
pch_18_mac,0.1800,1.000,0.000,20,-0.4850,1.443817e+00,4.986211e+09,38.15
pch_18_mac,0.1800,1.000,0.000,25,-0.4058,2.376565e-01,1.284863e+09,37.56
pch_18_mac,0.1800,1.000,-0.300,5,-0.8187,2.833818e+01,1.636721e+10,22.89
pch_18_mac,0.1800,1.000,-0.300,8,-0.6918,1.276908e+01,1.285077e+10,28.71
pch_18_mac,0.1800,1.000,-0.300,10,-0.6468,8.547630e+00,1.136840e+10,31.30
pch_18_mac,0.1800,1.000,-0.300,12,-0.6145,6.004019e+00,1.010843e+10,33.29
pch_18_mac,0.1800,1.000,-0.300,15,-0.5773,3.642906e+00,8.295503e+09,35.44
pch_18_mac,0.1800,1.000,-0.300,18,-0.5455,2.162620e+00,6.406968e+09,36.76
pch_18_mac,0.1800,1.000,-0.300,20,-0.5245,1.451062e+00,5.073517e+09,37.22
pch_18_mac,0.1800,1.000,-0.300,25,-0.4534,2.884226e-01,1.562311e+09,36.98
pch_18_mac,0.1800,1.200,0.000,5,-0.7747,2.914007e+01,1.703554e+10,25.56
pch_18_mac,0.1800,1.200,0.000,8,-0.6490,1.323470e+01,1.344596e+10,31.34
pch_18_mac,0.1800,1.200,0.000,10,-0.6047,8.910254e+00,1.193460e+10,33.94
pch_18_mac,0.1800,1.200,0.000,12,-0.5725,6.266731e+00,1.061292e+10,35.95
pch_18_mac,0.1800,1.200,0.000,15,-0.5350,3.789957e+00,8.655396e+09,38.07
pch_18_mac,0.1800,1.200,0.000,18,-0.5023,2.211434e+00,6.575627e+09,39.31
pch_18_mac,0.1800,1.200,0.000,20,-0.4802,1.447788e+00,5.096003e+09,39.68
pch_18_mac,0.1800,1.200,0.000,25,-0.4002,2.340526e-01,1.290746e+09,39.22
pch_18_mac,0.1800,1.200,-0.300,5,-0.8147,2.897147e+01,1.695454e+10,25.06
pch_18_mac,0.1800,1.200,-0.300,8,-0.6877,1.304363e+01,1.328433e+10,30.60
pch_18_mac,0.1800,1.200,-0.300,10,-0.6427,8.730049e+00,1.175624e+10,33.07
pch_18_mac,0.1800,1.200,-0.300,12,-0.6103,6.120265e+00,1.045528e+10,34.97
pch_18_mac,0.1800,1.200,-0.300,15,-0.5730,3.713166e+00,8.573136e+09,37.01
pch_18_mac,0.1800,1.200,-0.300,18,-0.5410,2.188958e+00,6.599897e+09,38.25
pch_18_mac,0.1800,1.200,-0.300,20,-0.5196,1.458634e+00,5.202413e+09,38.67
pch_18_mac,0.1800,1.200,-0.300,25,-0.4478,2.854078e-01,1.577516e+09,38.53
pch_18_mac,0.1800,1.400,0.000,5,-0.7707,2.965081e+01,1.747735e+10,27.39
pch_18_mac,0.1800,1.400,0.000,8,-0.6452,1.348695e+01,1.380035e+10,32.95
pch_18_mac,0.1800,1.400,0.000,10,-0.6007,9.066053e+00,1.225751e+10,35.47
pch_18_mac,0.1800,1.400,0.000,12,-0.5686,6.379143e+00,1.090527e+10,37.40
pch_18_mac,0.1800,1.400,0.000,15,-0.5309,3.845749e+00,8.886959e+09,39.45
pch_18_mac,0.1800,1.400,0.000,18,-0.4979,2.234833e+00,6.725962e+09,40.63
pch_18_mac,0.1800,1.400,0.000,20,-0.4753,1.457496e+00,5.184988e+09,40.98
pch_18_mac,0.1800,1.400,0.000,25,-0.3950,2.342966e-01,1.307154e+09,40.73
pch_18_mac,0.1800,1.400,-0.300,5,-0.8106,2.948137e+01,1.740807e+10,26.82
pch_18_mac,0.1800,1.400,-0.300,8,-0.6836,1.328413e+01,1.364036e+10,32.12
pch_18_mac,0.1800,1.400,-0.300,10,-0.6386,8.889036e+00,1.208199e+10,34.51
pch_18_mac,0.1800,1.400,-0.300,12,-0.6063,6.244971e+00,1.075215e+10,36.34
pch_18_mac,0.1800,1.400,-0.300,15,-0.5688,3.771728e+00,8.812190e+09,38.31
pch_18_mac,0.1800,1.400,-0.300,18,-0.5365,2.218839e+00,6.762565e+09,39.50
pch_18_mac,0.1800,1.400,-0.300,20,-0.5148,1.471887e+00,5.308705e+09,39.90
pch_18_mac,0.1800,1.400,-0.300,25,-0.4426,2.848820e-01,1.597519e+09,39.92
pch_18_mac,0.1800,1.600,0.000,5,-0.7666,3.011063e+01,1.784241e+10,28.91
pch_18_mac,0.1800,1.600,0.000,8,-0.6411,1.369539e+01,1.410620e+10,34.28
pch_18_mac,0.1800,1.600,0.000,10,-0.5969,9.227349e+00,1.254598e+10,36.74
pch_18_mac,0.1800,1.600,0.000,12,-0.5648,6.492424e+00,1.116759e+10,38.62
pch_18_mac,0.1800,1.600,0.000,15,-0.5269,3.907418e+00,9.093651e+09,40.62
pch_18_mac,0.1800,1.600,0.000,18,-0.4936,2.258736e+00,6.860157e+09,41.78
pch_18_mac,0.1800,1.600,0.000,20,-0.4708,1.461101e+00,5.267312e+09,42.13
pch_18_mac,0.1800,1.600,0.000,25,-0.3904,2.341959e-01,1.323459e+09,42.11
pch_18_mac,0.1800,1.600,-0.300,5,-0.8064,2.994145e+01,1.777977e+10,28.28
pch_18_mac,0.1800,1.600,-0.300,8,-0.6794,1.348719e+01,1.394644e+10,33.39
pch_18_mac,0.1800,1.600,-0.300,10,-0.6346,9.045821e+00,1.237145e+10,35.71
pch_18_mac,0.1800,1.600,-0.300,12,-0.6023,6.347185e+00,1.101717e+10,37.50
pch_18_mac,0.1800,1.600,-0.300,15,-0.5647,3.835221e+00,9.026342e+09,39.41
pch_18_mac,0.1800,1.600,-0.300,18,-0.5321,2.242485e+00,6.910544e+09,40.58
pch_18_mac,0.1800,1.600,-0.300,20,-0.5103,1.477824e+00,5.407370e+09,41.00
pch_18_mac,0.1800,1.600,-0.300,25,-0.4378,2.856234e-01,1.621616e+09,41.20
pch_18_mac,0.1800,1.800,0.000,5,-0.7625,3.050916e+01,1.815565e+10,30.19
pch_18_mac,0.1800,1.800,0.000,8,-0.6373,1.390288e+01,1.438442e+10,35.42
pch_18_mac,0.1800,1.800,0.000,10,-0.5931,9.369166e+00,1.280946e+10,37.83
pch_18_mac,0.1800,1.800,0.000,12,-0.5609,6.583583e+00,1.140986e+10,39.68
pch_18_mac,0.1800,1.800,0.000,15,-0.5230,3.961320e+00,9.286525e+09,41.65
pch_18_mac,0.1800,1.800,0.000,18,-0.4894,2.275686e+00,6.987344e+09,42.80
pch_18_mac,0.1800,1.800,0.000,20,-0.4663,1.470067e+00,5.343689e+09,43.17
pch_18_mac,0.1800,1.800,0.000,25,-0.3860,2.370106e-01,1.348909e+09,43.39
pch_18_mac,0.1800,1.800,-0.300,5,-0.8021,3.033762e+01,1.809680e+10,29.51
pch_18_mac,0.1800,1.800,-0.300,8,-0.6754,1.369641e+01,1.422523e+10,34.47
pch_18_mac,0.1800,1.800,-0.300,10,-0.6306,9.173237e+00,1.263377e+10,36.74
pch_18_mac,0.1800,1.800,-0.300,12,-0.5983,6.444512e+00,1.126159e+10,38.50
pch_18_mac,0.1800,1.800,-0.300,15,-0.5606,3.882807e+00,9.227303e+09,40.39
pch_18_mac,0.1800,1.800,-0.300,18,-0.5278,2.266237e+00,7.048297e+09,41.55
pch_18_mac,0.1800,1.800,-0.300,20,-0.5057,1.491252e+00,5.498387e+09,41.98
pch_18_mac,0.1800,1.800,-0.300,25,-0.4333,2.881657e-01,1.650882e+09,42.38
pch_18_mac,0.2400,0.100,0.000,5,-0.6988,6.446767e+00,2.903286e+09,0.68
pch_18_mac,0.2400,0.100,0.000,8,-0.6249,4.049101e+00,3.226190e+09,1.29
pch_18_mac,0.2400,0.100,0.000,10,-0.5966,3.143606e+00,3.295110e+09,1.83
pch_18_mac,0.2400,0.100,0.000,12,-0.5750,2.484373e+00,3.267780e+09,2.52
pch_18_mac,0.2400,0.100,0.000,15,-0.5489,1.749222e+00,3.068198e+09,3.95
pch_18_mac,0.2400,0.100,0.000,18,-0.5259,1.199036e+00,2.683554e+09,6.15
pch_18_mac,0.2400,0.100,0.000,20,-0.5105,8.935057e-01,2.334352e+09,8.19
pch_18_mac,0.2400,0.100,0.000,25,-0.4599,2.821096e-01,1.090812e+09,16.28
pch_18_mac,0.2400,0.100,-0.300,5,-0.7422,6.291579e+00,2.841024e+09,0.67
pch_18_mac,0.2400,0.100,-0.300,8,-0.6674,3.929399e+00,3.155073e+09,1.28
pch_18_mac,0.2400,0.100,-0.300,10,-0.6388,3.044301e+00,3.226129e+09,1.80
pch_18_mac,0.2400,0.100,-0.300,12,-0.6173,2.406494e+00,3.205364e+09,2.47
pch_18_mac,0.2400,0.100,-0.300,15,-0.5914,1.699738e+00,3.024359e+09,3.86
pch_18_mac,0.2400,0.100,-0.300,18,-0.5688,1.171436e+00,2.671947e+09,5.95
pch_18_mac,0.2400,0.100,-0.300,20,-0.5539,8.834060e-01,2.342625e+09,7.93
pch_18_mac,0.2400,0.100,-0.300,25,-0.5070,3.048515e-01,1.191920e+09,15.52
pch_18_mac,0.2400,0.200,0.000,5,-0.7407,1.221533e+01,5.554326e+09,2.12
pch_18_mac,0.2400,0.200,0.000,8,-0.6580,7.237790e+00,5.644422e+09,5.90
pch_18_mac,0.2400,0.200,0.000,10,-0.6233,5.308262e+00,5.408725e+09,10.24
pch_18_mac,0.2400,0.200,0.000,12,-0.5960,3.937762e+00,5.032717e+09,15.55
pch_18_mac,0.2400,0.200,0.000,15,-0.5631,2.531796e+00,4.325828e+09,23.63
pch_18_mac,0.2400,0.200,0.000,18,-0.5351,1.598770e+00,3.512742e+09,30.68
pch_18_mac,0.2400,0.200,0.000,20,-0.5172,1.137513e+00,2.923648e+09,34.62
pch_18_mac,0.2400,0.200,0.000,25,-0.4620,3.251758e-01,1.249644e+09,41.29
pch_18_mac,0.2400,0.200,-0.300,5,-0.7837,1.195921e+01,5.459976e+09,2.08
pch_18_mac,0.2400,0.200,-0.300,8,-0.7006,7.068891e+00,5.551280e+09,5.72
pch_18_mac,0.2400,0.200,-0.300,10,-0.6659,5.185708e+00,5.324782e+09,9.97
pch_18_mac,0.2400,0.200,-0.300,12,-0.6386,3.842929e+00,4.964134e+09,15.24
pch_18_mac,0.2400,0.200,-0.300,15,-0.6058,2.478591e+00,4.285981e+09,23.34
pch_18_mac,0.2400,0.200,-0.300,18,-0.5782,1.572781e+00,3.511986e+09,30.41
pch_18_mac,0.2400,0.200,-0.300,20,-0.5608,1.128680e+00,2.952566e+09,34.35
pch_18_mac,0.2400,0.200,-0.300,25,-0.5096,3.533133e-01,1.375937e+09,41.21
pch_18_mac,0.2400,0.300,0.000,5,-0.7762,1.689567e+01,7.616005e+09,5.97
pch_18_mac,0.2400,0.300,0.000,8,-0.6707,8.651189e+00,6.691056e+09,17.59
pch_18_mac,0.2400,0.300,0.000,10,-0.6287,5.948177e+00,6.037447e+09,24.47
pch_18_mac,0.2400,0.300,0.000,12,-0.5983,4.263106e+00,5.444102e+09,30.14
pch_18_mac,0.2400,0.300,0.000,15,-0.5636,2.676996e+00,4.576580e+09,37.05
pch_18_mac,0.2400,0.300,0.000,18,-0.5348,1.669072e+00,3.675561e+09,42.43
pch_18_mac,0.2400,0.300,0.000,20,-0.5165,1.180227e+00,3.042200e+09,45.24
pch_18_mac,0.2400,0.300,0.000,25,-0.4604,3.285943e-01,1.274122e+09,48.98
pch_18_mac,0.2400,0.300,-0.300,5,-0.8194,1.662351e+01,7.530887e+09,5.74
pch_18_mac,0.2400,0.300,-0.300,8,-0.7141,8.527349e+00,6.625809e+09,17.32
pch_18_mac,0.2400,0.300,-0.300,10,-0.6717,5.837892e+00,5.966489e+09,24.29
pch_18_mac,0.2400,0.300,-0.300,12,-0.6410,4.171660e+00,5.378209e+09,29.98
pch_18_mac,0.2400,0.300,-0.300,15,-0.6063,2.622120e+00,4.536473e+09,36.82
pch_18_mac,0.2400,0.300,-0.300,18,-0.5779,1.642947e+00,3.674774e+09,42.15
pch_18_mac,0.2400,0.300,-0.300,20,-0.5601,1.170382e+00,3.072940e+09,44.95
pch_18_mac,0.2400,0.300,-0.300,25,-0.5079,3.591674e-01,1.405909e+09,48.95
pch_18_mac,0.2400,0.400,0.000,5,-0.7925,1.937632e+01,8.706577e+09,13.11
pch_18_mac,0.2400,0.400,0.000,8,-0.6723,9.094202e+00,7.030689e+09,25.92
pch_18_mac,0.2400,0.400,0.000,10,-0.6289,6.169929e+00,6.270007e+09,32.22
pch_18_mac,0.2400,0.400,0.000,12,-0.5979,4.398859e+00,5.627089e+09,37.46
pch_18_mac,0.2400,0.400,0.000,15,-0.5629,2.748271e+00,4.713581e+09,43.84
pch_18_mac,0.2400,0.400,0.000,18,-0.5339,1.707162e+00,3.775544e+09,48.70
pch_18_mac,0.2400,0.400,0.000,20,-0.5154,1.203792e+00,3.117960e+09,51.12
pch_18_mac,0.2400,0.400,0.000,25,-0.4583,3.282349e-01,1.285079e+09,53.63
pch_18_mac,0.2400,0.400,-0.300,5,-0.8367,1.920420e+01,8.666123e+09,12.82
pch_18_mac,0.2400,0.400,-0.300,8,-0.7159,8.972851e+00,6.970234e+09,25.76
pch_18_mac,0.2400,0.400,-0.300,10,-0.6719,6.058720e+00,6.196870e+09,32.02
pch_18_mac,0.2400,0.400,-0.300,12,-0.6406,4.302681e+00,5.557183e+09,37.20
pch_18_mac,0.2400,0.400,-0.300,15,-0.6056,2.693008e+00,4.670083e+09,43.46
pch_18_mac,0.2400,0.400,-0.300,18,-0.5770,1.681824e+00,3.772782e+09,48.23
pch_18_mac,0.2400,0.400,-0.300,20,-0.5590,1.194829e+00,3.148152e+09,50.66
pch_18_mac,0.2400,0.400,-0.300,25,-0.5060,3.603828e-01,1.421820e+09,53.53
pch_18_mac,0.2400,0.500,0.000,5,-0.7965,2.039197e+01,9.162824e+09,18.91
pch_18_mac,0.2400,0.500,0.000,8,-0.6722,9.342011e+00,7.234053e+09,31.31
pch_18_mac,0.2400,0.500,0.000,10,-0.6284,6.316878e+00,6.434085e+09,37.51
pch_18_mac,0.2400,0.500,0.000,12,-0.5972,4.495021e+00,5.768136e+09,42.66
pch_18_mac,0.2400,0.500,0.000,15,-0.5620,2.799744e+00,4.827680e+09,48.84
pch_18_mac,0.2400,0.500,0.000,18,-0.5328,1.734638e+00,3.862920e+09,53.40
pch_18_mac,0.2400,0.500,0.000,20,-0.5142,1.220320e+00,3.185639e+09,55.57
pch_18_mac,0.2400,0.500,0.000,25,-0.4561,3.263492e-01,1.294749e+09,57.25
pch_18_mac,0.2400,0.500,-0.300,5,-0.8409,2.024844e+01,9.138275e+09,18.73
pch_18_mac,0.2400,0.500,-0.300,8,-0.7157,9.219380e+00,7.170485e+09,31.09
pch_18_mac,0.2400,0.500,-0.300,10,-0.6713,6.199625e+00,6.355264e+09,37.20
pch_18_mac,0.2400,0.500,-0.300,12,-0.6399,4.393310e+00,5.692187e+09,42.25
pch_18_mac,0.2400,0.500,-0.300,15,-0.6047,2.744924e+00,4.779080e+09,48.27
pch_18_mac,0.2400,0.500,-0.300,18,-0.5759,1.710580e+00,3.856611e+09,52.76
pch_18_mac,0.2400,0.500,-0.300,20,-0.5578,1.213009e+00,3.213785e+09,54.94
pch_18_mac,0.2400,0.500,-0.300,25,-0.5041,3.596892e-01,1.436271e+09,57.08
pch_18_mac,0.2400,0.600,0.000,5,-0.7974,2.098200e+01,9.438426e+09,23.21
pch_18_mac,0.2400,0.600,0.000,8,-0.6716,9.524997e+00,7.400218e+09,35.63
pch_18_mac,0.2400,0.600,0.000,10,-0.6276,6.432402e+00,6.579776e+09,41.82
pch_18_mac,0.2400,0.600,0.000,12,-0.5964,4.572105e+00,5.899482e+09,46.91
pch_18_mac,0.2400,0.600,0.000,15,-0.5610,2.840474e+00,4.938507e+09,52.95
